SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
1104732,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104735,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
1104736,OIL,000000-00-0,,6,BARREL(S),OIL: CRUDE,NO,,
1104737,ODS,000000-00-0,,0.5,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1104738,JPO,000000-00-0,,15,GALLON(S),JET FUEL: JP-1 (KEROSENE),NO,,
1104739,OIL,000000-00-0,,30.41,GALLON(S),OIL: CRUDE,YES,30.41,GALLON(S)
1104740,ODS,000000-00-0,,3,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1104741,OUN,000000-00-0,,1,PINT(S),UNKNOWN OIL,NO,,
1104743,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104744,OTH,000000-00-0,,15,GALLON(S),OTHER OIL (GEAR BOX OIL-90 WT),YES,15,GALLON(S)
1104745,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COKE,YES,0,UNKNOWN AMOUNT
1104746,GAS,000000-00-0,,10,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,10,GALLON(S)
1104748,OMN,000000-00-0,,20,GALLON(S),"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
1104749,OIL,000000-00-0,,20,GALLON(S),OIL: CRUDE,YES,10,GALLON(S)
1104750,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
1104751,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104752,OHY,000000-00-0,,1,GALLON(S),"HYDRAULIC OIL ( CHEVRON CLAIRITY, MINERAL OIL)",YES,1,GALLON(S)
1104753,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,NO,,
1104754,SHD,001310-73-2,,2500,GALLON(S),SODIUM HYDROXIDE,YES,150,GALLON(S)
1104756,ODS,000000-00-0,,2500,GALLON(S),OIL: DIESEL,YES,2500,GALLON(S)
1104757,OIL,000000-00-0,,4,BARREL(S),OIL: CRUDE,NO,,
1104757,DZB,000000-00-0,,4,BARREL(S),DRILLING BRINE (WITH ZINC SALTS),NO,,
1104758,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1104760,GAS,000000-00-0,,10,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1104761,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COKE,YES,0,UNKNOWN AMOUNT
1104762,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104763,GAS,000000-00-0,,1,QUART(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,1,QUART(S)
1104764,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104765,SFA,007664-93-9,,5000,POUND(S),SULFURIC ACID,NO,,
1104767,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1104768,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1104769,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1104771,HDS,007783-06-4,,150,POUND(S),HYDROGEN SULFIDE,NO,,
1104772,OTW,000000-00-0,,8,GALLON(S),"OIL, FUEL: NO. 2",NO,,
1104774,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1104775,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,NO,,
1104777,MMC,000000-00-0,,101,POUND(S),METHYL MERCAPTAN,NO,,
1104778,CSY,000000-00-0,,32,GALLON(S),CORN SYRUP,NO,,
1104779,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
1104781,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1104783,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1104785,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
1104787,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1104789,OTH,000000-00-0,,0,UNKNOWN AMOUNT,PROCESSING OIL,YES,0,UNKNOWN AMOUNT
1104792,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104793,OIL,000000-00-0,,0.384,GALLON(S),OIL: CRUDE,YES,0.384,GALLON(S)
1104794,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104795,OTH,000000-00-0,,11.6,GALLON(S),UNPRODUCED OIL AND WATER,YES,11.6,GALLON(S)
1104796,OIL,000000-00-0,,28.97,GALLON(S),OIL: CRUDE,YES,28.97,GALLON(S)
1104798,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104799,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1104802,GAS,000000-00-0,,1,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1104804,JPO,000000-00-0,,0,UNKNOWN AMOUNT,JET FUEL: JP-1 (KEROSENE),YES,0,UNKNOWN AMOUNT
1104805,OMN,000000-00-0,,18,GALLON(S),"OIL, MISC: MINERAL",YES,18,GALLON(S)
1104806,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1104807,EGL,000107-21-1,,10,GALLON(S),ETHYLENE GLYCOL,NO,,
1104808,NCC,000000-00-0,,500,GALLON(S),FORMALIN (36% CONCENTRATION OF FORMALDEHYDE),NO,,
1104811,NCC,000000-00-0,,15,GALLON(S),BEER,NO,,
1104812,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104813,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104814,OMN,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
1104814,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
1104815,OMT,000000-00-0,,3,GALLON(S),"OIL, MISC: MOTOR",NO,,
1104817,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104818,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1104820,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104821,OHY,000000-00-0,,15,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1104823,ONG,000000-00-0,,6000,MIL CBF,NATURAL GAS,NO,,
1104825,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1104826,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1104827,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1104828,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1104829,VCM,000075-01-4,,0,UNKNOWN AMOUNT,VINYL CHLORIDE,NO,,
1104830,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
1104832,PTY,000000-00-0,,0,UNKNOWN AMOUNT,PENTANE,NO,,
1104834,OTF,000000-00-0,,100,GALLON(S),"OIL, MISC: TRANSFORMER",YES,0,UNKNOWN AMOUNT
1104835,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1104836,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1104837,OIL,000000-00-0,,0.165,GALLON(S),OIL: CRUDE,YES,0.165,GALLON(S)
1104838,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
1104839,GAS,000000-00-0,,60,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,3,GALLON(S)
1104840,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104841,MTC,000000-00-0,,0,UNKNOWN AMOUNT,METHYL CHLORIDE,NO,,
1104842,TMA,000075-50-3,,0,UNKNOWN AMOUNT,TRIMETHYLAMINE,NO,,
1104842,NCC,000000-00-0,,0,UNKNOWN AMOUNT,WATER,NO,,
1104843,ONG,000000-00-0,,9914,MIL CBF,NATURAL GAS,NO,,
1104843,NCC,000000-00-0,,3254.09,POUND(S),NITROGEN OXIDE,NO,,
1104843,NCC,000000-00-0,,1715.79,POUND(S),NITROGEN OXIDES,NO,,
1104843,NCC,000000-00-0,,171.27,POUND(S),NITROGEN DIOXIDE,NO,,
1104844,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104845,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FIRE SUPPRESSION FOAM,YES,2,GALLON(S)
1104846,OIL,000000-00-0,,7.5,GALLON(S),OIL: CRUDE,YES,7.5,GALLON(S)
1104847,GAS,000000-00-0,,300,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1104848,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
1104849,GAS,000000-00-0,,2.5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,2.5,GALLON(S)
1104849,OMT,000000-00-0,,2.5,GALLON(S),"OIL, MISC: MOTOR",YES,2.5,GALLON(S)
1104850,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL (UNKNOWN CHEMICALS),NO,,
1104853,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1104854,NCC,000000-00-0,,20,TON(S),COAL,NO,,
1104855,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104856,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104857,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104858,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1104859,OIL,000000-00-0,,5,BARREL(S),OIL: CRUDE,NO,,
1104859,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PRODUCED WATER,NO,,
1104860,OUN,000000-00-0,,50,GALLON(S),UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1104861,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,NO,,
1104862,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1104863,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1104864,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
1104865,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1104867,VCM,000075-01-4,,11.6,POUND(S),VINYL CHLORIDE,NO,,
1104868,GAS,000000-00-0,,15,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,15,GALLON(S)
1104869,DRM,000000-00-0,,5,BARREL(S),DRILLING MUD (LOW TOXICITY),YES,5,BARREL(S)
1104870,OTH,000000-00-0,,30,GALLON(S),RE-PROCESSED HEAVY FUEL OIL,NO,,
1104871,OOD,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 1-D",YES,0,UNKNOWN AMOUNT
1104872,NCC,000000-00-0,,3000,GALLON(S),RAW SEWAGE,YES,3000,GALLON(S)
1104874,SFD,000000-00-0,,506,POUND(S),SULFUR DIOXIDE,NO,,
1104879,ODS,000000-00-0,,55,GALLON(S),OIL: DIESEL,NO,,
1104882,OLB,000000-00-0,,20,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1104884,OIL,000000-00-0,,0.5,BARREL(S),OIL: CRUDE,NO,,
1104884,NCC,000000-00-0,,3,BARREL(S),SALT WATER,NO,,
1104885,GAS,000000-00-0,,2,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,2,GALLON(S)
1104888,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1104890,OHY,000000-00-0,,10,GALLON(S),HYDRAULIC OIL,YES,10,GALLON(S)
1104892,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1104893,ODS,000000-00-0,,25,GALLON(S),OIL: DIESEL,YES,25,GALLON(S)
1104894,OTH,000000-00-0,,0.2,GALLON(S),OTHER OIL (OILY WATER),YES,0.2,GALLON(S)
1104895,OHY,000000-00-0,,600,GALLON(S),HYDRAULIC OIL,YES,150,GALLON(S)
1104896,SDN,007631-99-4,,60,GALLON(S),SODIUM NITRATE,NO,,
1104899,DZB,000000-00-0,,0,UNKNOWN AMOUNT,DRILLING BRINE (WITH ZINC SALTS),YES,0,UNKNOWN AMOUNT
1104899,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
1104900,NCC,000000-00-0,,100,GALLON(S),RAW SEWAGE,YES,100,GALLON(S)
1104901,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1104902,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1104903,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1104905,OHY,000000-00-0,,6,GALLON(S),HYDRAULIC OIL,YES,4,GALLON(S)
1104906,OHY,000000-00-0,,1,CUP(S),HYDRAULIC OIL,YES,1,CUP(S)
1104907,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104909,OTH,000000-00-0,,11,GALLON(S),GEAR OIL,YES,11,GALLON(S)
1104910,OHY,000000-00-0,,1.6,LITER(S),HYDRAULIC OIL,YES,0.6,LITER(S)
1104911,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104912,OMT,000000-00-0,,2.5,GALLON(S),"OIL, MISC: MOTOR",NO,,
1104912,UNK,000000-00-0,,2.5,GALLON(S),UNKNOWN MATERIAL,NO,,
1104912,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,NO,,
1104913,OMT,000000-00-0,,1,PINT(S),"OIL, MISC: MOTOR",NO,,
1104914,OTH,000000-00-0,,0.14,GALLON(S),OTHER OIL (CONDENSATE & WATER),YES,0.14,GALLON(S)
1104915,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1104916,GAS,000000-00-0,,225,BARREL(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1104917,GAS,000000-00-0,,1000,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1104918,OIL,000000-00-0,,63.35,GALLON(S),OIL: CRUDE,YES,63.35,GALLON(S)
1104919,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
1104920,OIL,000000-00-0,,9,GALLON(S),OIL: CRUDE,YES,9,GALLON(S)
1104921,BSS,000000-00-0,,0,UNKNOWN AMOUNT,BILGE SLOPS,UNKNOWN,0,UNKNOWN AMOUNT
1104922,OIL,000000-00-0,,8,BARREL(S),OIL: CRUDE,YES,1,BARREL(S)
1104924,OLB,000000-00-0,,5,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1104925,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1104926,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FIRE WATER,YES,0,UNKNOWN AMOUNT
1104927,NCC,000000-00-0,,0,UNKNOWN AMOUNT,GROUND WATER,YES,0,UNKNOWN AMOUNT
1104928,EGL,000107-21-1,,200,GALLON(S),ETHYLENE GLYCOL,YES,200,GALLON(S)
1104930,OIL,000000-00-0,,1.5,GALLON(S),OIL: CRUDE,YES,64,OUNCE(S)
1104932,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
1104933,OHY,000000-00-0,,1,QUART(S),HYDRAULIC OIL,YES,1,QUART(S)
1104934,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,YES,20,GALLON(S)
1104935,NCC,000000-00-0,,50,GALLON(S),THERMINOL VP-1,YES,1,PINT(S)
1104936,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
1104939,NCC,000000-00-0,,50000,GALLON(S),RAW SEWAGE,YES,50000,GALLON(S)
1104940,OHY,000000-00-0,,0.5,OUNCE(S),HYDRAULIC OIL,YES,0.5,OUNCE(S)
1104942,OTH,000000-00-0,,2,BARREL(S),CONDENSATE,YES,2,BARREL(S)
1104943,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",YES,0,UNKNOWN AMOUNT
1104944,OTW,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 2",NO,,
1104945,OUN,000000-00-0,,1.44,POUND(S),TAR BALLS,YES,1.44,POUND(S)
1104947,ODS,000000-00-0,,15,GALLON(S),OIL: DIESEL,YES,15,GALLON(S)
1104948,HFA,007664-39-3,,10,POUND(S),HYDROFLUORIC ACID,NO,,
1104949,OTH,000000-00-0,,3,GALLON(S),GEARBOX OIL,YES,3,GALLON(S)
1104951,ODS,000000-00-0,,500,GALLON(S),OIL: DIESEL,NO,,
1104952,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,NO,,
1104953,EOX,000075-21-8,,15,POUND(S),ETHYLENE OXIDE,NO,,
1104955,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1104956,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BATTERY ACID,UNKNOWN,0,UNKNOWN AMOUNT
1104957,NCC,000000-00-0,,100,GALLON(S),EPA HAZARDOUS WASTE (F039),NO,,
1104958,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1104959,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1104960,NCC,000000-00-0,,0,UNKNOWN AMOUNT,TOLUENE DIISOCYANATE,NO,,
1104961,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,NO,,
1104962,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1104964,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1104965,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
1104967,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104968,OSX,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 6",YES,1,GALLON(S)
1104969,ACT,000067-64-1,,0,UNKNOWN AMOUNT,ACETONE,NO,,
1104970,OIL,000000-00-0,,1,GALLON(S),OIL: CRUDE,YES,1,GALLON(S)
1104972,OIL,000000-00-0,,0.004,GALLON(S),OIL: CRUDE,YES,0.004,GALLON(S)
1104973,OSX,000000-00-0,,50,GALLON(S),"OIL, FUEL: NO. 6",YES,50,GALLON(S)
1104974,HDS,007783-06-4,,450,POUND(S),HYDROGEN SULFIDE,NO,,
1104975,OHY,000000-00-0,,1,CUP(S),HYDRAULIC OIL,YES,1,CUP(S)
1104976,OLB,000000-00-0,,4,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1104977,OIL,000000-00-0,,0.1,GALLON(S),OIL: CRUDE,YES,0.1,GALLON(S)
1104978,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1104980,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1104981,DMA,000124-40-3,,0,UNKNOWN AMOUNT,DIMETHYLAMINE,NO,,
1104982,ODS,000000-00-0,,1400,GALLON(S),OIL: DIESEL,NO,,
1104983,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,NO,,
