SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
1137182,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1137182,OLB,000000-00-0,,1,CUP(S),"OIL, MISC: LUBRICATING",YES,0,UNKNOWN AMOUNT
1137183,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1137183,OLB,000000-00-0,,12,QUART(S),"OIL, MISC: LUBRICATING",NO,,
1137184,AMC,012125-02-9,,379,POUND(S),AMMONIUM CHLORIDE (CLAY FIX),YES,379,POUND(S)
1137186,OMT,000000-00-0,,35,GALLON(S),"OIL, MISC: MOTOR (TRANSMISSION FLUID)",NO,,
1137188,NCC,000000-00-0,,600,GALLON(S),RAW SEWAGE,YES,600,GALLON(S)
1137189,OTH,000000-00-0,,150,GALLON(S),"JET ""A"" FUEL",NO,,
1137190,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
1137195,OMT,000000-00-0,,20,GALLON(S),"OIL, MISC: MOTOR",YES,20,GALLON(S)
1137196,GAS,000000-00-0,,5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1137197,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1137201,NCC,000000-00-0,,55,GALLON(S),CHROME (LIQUID),NO,,
1137202,GAS,000000-00-0,,2,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1137203,OMT,000000-00-0,,10,GALLON(S),"OIL, MISC: MOTOR",YES,1,GALLON(S)
1137204,OTF,000000-00-0,,20,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
1137204,PCB,000000-00-0,,20,GALLON(S),POLYCHLORINATED BIPHENYLS,NO,,
1137205,OHY,000000-00-0,,20,GALLON(S),HYDRAULIC OIL,NO,,
1137206,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1137207,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137208,OIL,000000-00-0,,0.5,CUP(S),OIL: CRUDE,YES,0.5,CUP(S)
1137209,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ANAZOZING WASTES(CAUSTIC WASTE AND WATER),YES,0,UNKNOWN AMOUNT
1137210,GAS,000000-00-0,,6000,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1137210,ODS,000000-00-0,,2500,GALLON(S),OIL: DIESEL,NO,,
1137211,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1137212,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137215,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1137215,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FERTILIZER,YES,0,UNKNOWN AMOUNT
1137216,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137218,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137219,ODS,000000-00-0,,180,GALLON(S),OIL: DIESEL,NO,,
1137221,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1137222,MCR,007439-97-6,,1,TEASPOON(S),MERCURY,NO,,
1137223,OLB,000000-00-0,,0.8,CUP(S),"OIL, MISC: LUBRICATING GREASE",YES,0.8,CUP(S)
1137224,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137227,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,NO,,
1137228,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1137230,OIL,000000-00-0,,3.8,GALLON(S),OIL: CRUDE,YES,3.8,GALLON(S)
1137234,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137235,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1137236,BSS,000000-00-0,,5,GALLON(S),BILGE SLOPS,NO,,
1137237,DZB,000000-00-0,,62,BARREL(S),DRILLING BRINE (WITH ZINC SALTS),YES,62,GALLON(S)
1137237,OLB,000000-00-0,,1,GALLON(S),"OIL, MISC: LUBRICATING",YES,1,GALLON(S)
1137237,MAL,000000-00-0,,25,GALLON(S),METHYL ALCOHOL,YES,25,GALLON(S)
1137238,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137239,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1137241,GAS,000000-00-0,,50,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1137241,OMT,000000-00-0,,2,GALLON(S),"OIL, MISC: MOTOR",NO,,
1137241,PRP,000000-00-0,,20,GALLON(S),PROPANE,NO,,
1137241,UNK,000000-00-0,,200,GALLON(S),UNKNOWN MATERIAL,NO,,
1137241,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1137242,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1137245,ASP,000000-00-0,,5,BARREL(S),ASPHALT,YES,4,BARREL(S)
1137246,GAS,000000-00-0,,25,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
1137248,AMA,007664-41-7,,200,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1137249,OTH,000000-00-0,,2,CUBIC METER(S),ALKYLATE,UNKNOWN,0,UNKNOWN AMOUNT
1137250,ASP,000000-00-0,,300,GALLON(S),ASPHALT,YES,300,GALLON(S)
1137254,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1137255,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137256,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
1137257,CLC,000000-00-0,,900,GALLON(S),CALCIUM CHLORIDE,YES,900,GALLON(S)
1137258,OTH,000000-00-0,,0,UNKNOWN AMOUNT,WATER MIXED WITH USED HYDRAULIC OIL,NO,,
1137259,NCC,000000-00-0,,50,BARREL(S),PRODUCED WATER,NO,,
1137260,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1137263,OHY,000000-00-0,,0.5,GALLON(S),HYDRAULIC OIL,NO,,
1137264,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1137265,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1137266,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1137267,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1137268,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,NO,,
1137271,OTH,000000-00-0,,0,UNKNOWN AMOUNT,BOAT OILS,YES,0,UNKNOWN AMOUNT
1137272,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
1137273,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137275,OTF,000000-00-0,,1,GALLON(S),"OIL, MISC: TRANSFORMER, NON-PCB",YES,1,GALLON(S)
1137276,OLB,000000-00-0,,10,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1137277,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1137279,FCL,007705-08-0,,1400,POUND(S),FERRIC CHLORIDE,NO,,
1137281,OMT,000000-00-0,,500,GALLON(S),"OIL, MISC: MOTOR",NO,,
1137283,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1137283,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",NO,,
1137283,NCC,000000-00-0,,3,EACH,BATTERIES,NO,,
1137284,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,NO,,
1137285,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137288,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1137289,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137290,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137291,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1137292,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1137293,GAS,000000-00-0,,4,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED) (MOTOR OIL MIXTURE),YES,4,GALLON(S)
1137294,OTH,000000-00-0,,0,UNKNOWN AMOUNT,DISSOLVED PHASE  PETROLEUM PRODUCTS CONTAINING CREOSOTE,NO,,
1137294,CCW,000000-00-0,,0,UNKNOWN AMOUNT,CREOSOTE,NO,,
1137295,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1137296,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MILKY WHITE OXIDIZED MATERIAL,YES,0,UNKNOWN AMOUNT
1137297,OLB,000000-00-0,,50,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1137298,EAL,000000-00-0,,1,GALLON(S),ETHYL ALCOHOL,NO,,
1137299,BNZ,000071-43-2,,16.2,POUND(S),BENZENE,NO,,
1137300,OHY,000000-00-0,,10,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1137301,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137302,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL (SALT WATER MIXTURE),YES,5,GALLON(S)
1137303,OTF,000000-00-0,,20,GALLON(S),"OIL, MISC: TRANSFORMER",UNKNOWN,0,UNKNOWN AMOUNT
1137303,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
1137304,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
1137304,OTF,000000-00-0,,40,GALLON(S),"OIL, MISC: TRANSFORMER",YES,0,UNKNOWN AMOUNT
1137305,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
1137305,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,NO,,
1137305,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN HAZARDOUS MATERIAL,NO,,
1137306,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137307,GAS,000000-00-0,,1,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1137308,OTB,000000-00-0,,2,GALLON(S),"OIL, MISC: TURBINE",YES,2,GALLON(S)
1137310,OTH,000000-00-0,,0.86,GALLON(S),CONDENSATE MIXED WITH OIL,YES,0.86,GALLON(S)
1137311,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,NO,,
1137312,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137313,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137315,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,100,GALLON(S)
1137315,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1137317,EOX,000075-21-8,,0,UNKNOWN AMOUNT,ETHYLENE OXIDE,NO,,
1137319,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137319,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1137319,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",UNKNOWN,0,UNKNOWN AMOUNT
1137320,OLB,000000-00-0,,1,TEASPOON(S),"OIL, MISC: LUBRICATING",YES,1,TEASPOON(S)
1137321,NCC,000000-00-0,,6,GALLON(S),GRAY WATER,YES,4,GALLON(S)
1137322,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1137323,SHD,001310-73-2,,1000,POUND(S),SODIUM HYDROXIDE,NO,,
1137324,OSX,000000-00-0,,30,GALLON(S),"OIL, FUEL: NO. 6",YES,30,GALLON(S)
1137325,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1137329,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1137331,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1137332,OIL,000000-00-0,,1,BARREL(S),OIL: CRUDE,YES,1,BARREL(S)
1137332,NCC,000000-00-0,,10.16,BARREL(S),RAIN WATER,YES,10.16,BARREL(S)
1137334,OHY,000000-00-0,,2,GALLON(S),HYDRAULIC OIL,NO,,
1137335,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1137336,GAS,000000-00-0,,1.5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1137337,OSX,000000-00-0,,5,GALLON(S),"OIL, FUEL: NO. 6",YES,5,GALLON(S)
1137342,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1137344,OTH,000000-00-0,,1,LITER(S),TELLUS 32 (ENVIRONMENTAL-FRIENDLY HYDRAULIC OIL),YES,1,LITER(S)
1137345,GAS,000000-00-0,,25,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,10,GALLON(S)
1137346,OTF,000000-00-0,,210,GALLON(S),"OIL, MISC: TRANSFORMER",UNKNOWN,0,UNKNOWN AMOUNT
1137348,RAM,000000-00-0,,0,UNKNOWN AMOUNT,RADIOACTIVE MATERIAL,NO,0,UNKNOWN AMOUNT
1137350,OMN,000000-00-0,,100,GALLON(S),"OIL, MISC: MINERAL",YES,20,GALLON(S)
1137351,OTW,000000-00-0,,150,GALLON(S),"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
1137352,ONG,000000-00-0,,8905,CUBIC FEET,NATURAL GAS,NO,,
1137352,NTX,010102-43-9,,2902.55,POUND(S),NITRIC OXIDE,NO,,
1137352,NTX,010102-43-9,,1530.43,POUND(S),NITRIC OXIDES,NO,,
1137352,NCC,000000-00-0,,152.77,POUND(S),NITROGEN DIOXIDE,NO,,
1137353,OIL,000000-00-0,,20,BARREL(S),OIL: CRUDE,NO,,
1137353,DZB,000000-00-0,,100,BARREL(S),DRILLING BRINE,NO,,
1137355,OMN,000000-00-0,,9000,GALLON(S),"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
1137357,GAS,000000-00-0,,20,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
1137358,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SOY BEAN MEAL,UNKNOWN,0,UNKNOWN AMOUNT
1137358,OTH,000000-00-0,,0,UNKNOWN AMOUNT,BOAT OILS,UNKNOWN,0,UNKNOWN AMOUNT
1137359,NCC,000000-00-0,,180,POUND(S),WASTE WATER,NO,,
1137360,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE WATER,NO,,
1137361,NCC,88-89-1,,0,UNKNOWN AMOUNT,PICRIC ACID (UN 1344),NO,,
1137362,JPO,000000-00-0,,0,UNKNOWN AMOUNT,JET FUEL: JP-1 (KEROSENE),YES,0,UNKNOWN AMOUNT
1137364,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1137365,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
