SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
1234363,ODS,000000-00-0,,300,GALLON(S),OIL: DIESEL,NO,,
1234364,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234365,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL (POSSIBLY TANNING LIQUOR),YES,0,UNKNOWN AMOUNT
1234366,OHY,000000-00-0,,1,QUART(S),HYDRAULIC OIL,YES,1,QUART(S)
1234367,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234368,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234369,ONG,000000-00-0,,50,MCF,NATURAL GAS,YES,0,UNKNOWN AMOUNT
1234370,OLB,000000-00-0,,10,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1234371,OTW,000000-00-0,,2000,GALLON(S),"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
1234372,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING (HOCUT 795 H)",YES,0,UNKNOWN AMOUNT
1234372,NCC,000000-00-0,,40000,GALLON(S),WATER,YES,40000,GALLON(S)
1234373,NCC,000000-00-0,,0,UNKNOWN AMOUNT,WOOD CHEMICALS,YES,0,UNKNOWN AMOUNT
1234374,NCC,000000-00-0,,1,PINT(S),NO CHRIS CODE - NAPL SHEEN,YES,1,PINT(S)
1234375,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234376,OHY,000000-00-0,,20,GRAM(S),HYDRAULIC OIL,YES,20,GRAM(S)
1234377,CCW,000000-00-0,,0,UNKNOWN AMOUNT,CREOSOTE,YES,0,UNKNOWN AMOUNT
1234378,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1234378,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234379,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,1,GALLON(S)
1234380,OTW,000000-00-0,,4,CUP(S),"OIL, FUEL: NO. 2",NO,,
1234381,NCC,000000-00-0,,5000,GALLON(S),NO CHRIS CODE - UNTREATED WASTE WATER,YES,5000,GALLON(S)
1234383,OUN,000000-00-0,,5,GALLON(S),UNKNOWN OIL,YES,5,GALLON(S)
1234384,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234385,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1234385,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
1234386,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1234386,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
1234386,KRS,000000-00-0,,0,UNKNOWN AMOUNT,KEROSENE,NO,,
1234386,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1234387,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE,YES,0,UNKNOWN AMOUNT
1234388,NCC,000000-00-0,,0,UNKNOWN AMOUNT,DEICING FLUID,YES,0,UNKNOWN AMOUNT
1234389,OIL,000000-00-0,,25,GALLON(S),OIL: CRUDE,NO,,
1234390,OMN,000000-00-0,,385,GALLON(S),"OIL, MISC: MINERAL",NO,,
1234391,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE,YES,0,UNKNOWN AMOUNT
1234392,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234393,OIL,000000-00-0,,500,BARREL(S),OIL: CRUDE,NO,,
1234395,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1234397,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,2,GALLON(S)
1234398,OLB,000000-00-0,,5,DROP(S),"OIL, MISC: LUBRICATING",YES,5,DROP(S)
1234399,KRS,000000-00-0,,400,GALLON(S),KEROSENE,YES,0,UNKNOWN AMOUNT
1234400,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,NO,,
1234401,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN WHITE POWDERY SUBSTANCE,NO,,
1234402,OIL,000000-00-0,,500,GALLON(S),OIL: CRUDE,YES,500,GALLON(S)
1234403,OTH,000000-00-0,,40,GALLON(S),GEAR OIL,YES,40,GALLON(S)
1234404,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1234405,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
1234406,ODS,000000-00-0,,75,GALLON(S),OIL: DIESEL,YES,25,GALLON(S)
1234407,ONG,000000-00-0,,2214.9,MCF,NATURAL GAS,NO,,
1234408,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
1234409,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
1234410,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1234411,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,0.5,GALLON(S)
1234412,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
1234413,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
1234414,NCC,000000-00-0,,8853,GALLON(S),RAW SEWAGE,YES,8853,GALLON(S)
1234415,NCC,000000-00-0,,15,GALLON(S),AQUEOUS FILM FORMING FOAM (AFFF),YES,6,GALLON(S)
1234416,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234418,GAS,000000-00-0,,5,BARREL(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1234419,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1234421,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234422,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1234424,NCC,000000-00-0,,2,GALLON(S),NO CHRIS CODE - HYPERCHLORIDE (BLEACH),NO,,
1234425,OMN,000000-00-0,,30,GALLON(S),"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
1234426,HCL,007647-01-0,,0,UNKNOWN AMOUNT,HYDROCHLORIC ACID,NO,,
1234427,GAS,000000-00-0,,3.5,BARREL(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1234428,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1234431,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1234432,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ASBESTOS,NO,,
1234432,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN DIOXIDE,NO,,
1234433,ODS,000000-00-0,,150,GALLON(S),OIL: DIESEL,NO,,
1234434,TPT,000000-00-0,,0,UNKNOWN AMOUNT,TURPENTINE,YES,0,UNKNOWN AMOUNT
1234434,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL - OIL BASED PAINT,YES,0,UNKNOWN AMOUNT
1234435,KRS,000000-00-0,,81,BARREL(S),KEROSENE,YES,0,UNKNOWN AMOUNT
1234436,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1234436,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
1234438,OHY,000000-00-0,,2,GALLON(S),HYDRAULIC OIL,YES,2,GALLON(S)
1234439,OIL,000000-00-0,,535,BARREL(S),OIL: CRUDE,NO,,
1234440,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234441,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ALCOHOL (NEODOL 23-2),NO,,
1234442,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1234443,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,UNKNOWN,0,UNKNOWN AMOUNT
1234444,BSS,000000-00-0,,0,UNKNOWN AMOUNT,BILGE SLOPS,YES,0,UNKNOWN AMOUNT
1234445,OTF,000000-00-0,,120,GALLON(S),"OIL, MISC: TRANSFORMER",UNKNOWN,0,UNKNOWN AMOUNT
1234446,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
1234447,GAS,000000-00-0,,26,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,26,GALLON(S)
1234449,OIL,000000-00-0,,10,BARREL(S),OIL: CRUDE,NO,,
1234452,ODS,000000-00-0,,150,GALLON(S),OIL: DIESEL,NO,,
1234454,CMO,000000-00-0,,56412.55,POUND(S),CARBON MONOXIDE,NO,,
1234454,NOX,010544-72-6,,9240.45,POUND(S),OXIDES OF NITROGEN,NO,,
1234455,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234459,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234460,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1234461,NCC,000000-00-0,,200,GALLON(S),NO CHRIS CODE - ZYGLO PENETRANT ZL-67,YES,175,GALLON(S)
1234467,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234468,NCC,000000-00-0,,28.021,POUND(S),CYANIDE (NOT OTHERWISE SPECIFIED),NO,,
1234469,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1234469,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
1234469,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1234471,CSF,000000-00-0,,0,UNKNOWN AMOUNT,COPPER SULFATE (IC),NO,,
1234471,NCC,000000-00-0,,10,GALLON(S),PROCESSED WASTEWATER,NO,,
1234471,ARX,007440-38-2,,0,UNKNOWN AMOUNT,ARSENIC,NO,,
1234471,SFA,007664-93-9,,0,UNKNOWN AMOUNT,SULFURIC ACID,NO,,
1234472,OHY,000000-00-0,,0.5,GALLON(S),HYDRAULIC OIL,YES,0.5,GALLON(S)
1234473,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,NO,,
1234474,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1234476,ODS,000000-00-0,,900,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1234477,OMN,000000-00-0,,20,GALLON(S),"OIL, MISC: MINERAL",YES,10,GALLON(S)
1234478,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1234478,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,YES,50,GALLON(S)
1234479,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CADMIUM,NO,,
1234479,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CHROMIUM ACID,NO,,
1234479,MGX,000000-00-0,,0,UNKNOWN AMOUNT,MAGNESIUM,NO,,
1234479,SFA,007664-93-9,,0,UNKNOWN AMOUNT,SULFURIC ACID,NO,,
1234480,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
1234481,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PESTICIDES,NO,,
1234481,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1234482,OMT,000000-00-0,,275,GALLON(S),LOCOMOTIVE ENGINE OIL,NO,,
1234483,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1234484,OIL,000000-00-0,,0.5,CUP(S),OIL: CRUDE,YES,0.5,CUP(S)
1234485,NCC,000000-00-0,,17000,POUND(S),MONO AMMONIUM PHOSPHATE FERTILIZER,YES,0,UNKNOWN
1234486,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
1234487,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1234488,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1234488,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1234488,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,NO,,
1234489,GAS,000000-00-0,,5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,5,GALLON(S)
1234490,OTW,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2",NO,,
1234491,ODS,000000-00-0,,6,GALLON(S),OIL: DIESEL,NO,,
1234492,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1234493,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HERBICIDES & PESTICIDES,NO,,
1234494,OUN,000000-00-0,,2,GALLON(S),UNKNOWN OIL,YES,2,GALLON(S)
1234495,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PLASTIC AND CARDBOARD,NO,,
1234496,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234497,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234498,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234499,HCL,007647-01-0,,0,UNKNOWN AMOUNT,HYDROCHLORIC ACID - UN1789,NO,,
1234500,ODS,000000-00-0,,6,GALLON(S),OIL: DIESEL,NO,,
1234501,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
1234502,ODS,000000-00-0,,60,GALLON(S),OIL: DIESEL,YES,50,GALLON(S)
1234503,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1234505,OOD,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 1-D",YES,0,UNKNOWN AMOUNT
1234510,BNZ,000071-43-2,,50,POUND(S),BENZENE,NO,,
1234510,OTH,000000-00-0,,50,GALLON(S),OILY/ WATER MIXURE,NO,,
1234511,OOD,000000-00-0,,90,GALLON(S),"OIL, FUEL: NO. 1-D",NO,,
1234514,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1234515,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1234516,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1234517,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234519,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234520,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1234522,GAS,000000-00-0,,4,BARREL(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1234524,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1234524,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1234528,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
1234528,OMT,000000-00-0,,12,GALLON(S),"OIL, MISC: MOTOR",NO,,
1234529,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234530,PAC,007664-38-2,,0,UNKNOWN AMOUNT,PHOSPHORIC ACID SOLUTION,NO,,
1234531,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
1234533,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234535,OTH,000000-00-0,,1,GALLON(S), ESCAID 110 KEROSENE DERIVATIVE,YES,1,GALLON(S)
1234536,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",NO,,
1234537,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE,YES,0,UNKNOWN AMOUNT
1234539,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",UNKNOWN,0,UNKNOWN AMOUNT
1234541,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ASBESTOS,NO,,
1234542,RFG,000000-00-0,,5,POUND(S),REFRIGERANT GASES,NO,,
1234545,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1234545,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
1234547,OIL,000000-00-0,,25,GALLON(S),OIL: CRUDE,NO,,
1234548,OTF,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: TRANSFORMER",YES,0,UNKNOWN AMOUNT
1234548,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
1234549,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
1234550,NCC,000000-00-0,,2.5,POUND(S),NO CHRIS CODE - PLASTIC POWDER,NO,,
1234551,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1234553,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234554,ODS,000000-00-0,,0.5,CUP(S),OIL: DIESEL,YES,0.5,CUP(S)
1234555,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NO CHRIS CODE - PAINT,NO,,
1234556,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1234557,NCC,000000-00-0,,,,NITROGEN MIXTURE,,,
1234557,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
1234557,CMO,000000-00-0,,0,UNKNOWN AMOUNT,CARBON MONOXIDE,NO,,
1234557,BUT,000000-00-0,,0,UNKNOWN AMOUNT,BUTANE,NO,,
1234557,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1234557,MTH,000000-00-0,,0,UNKNOWN AMOUNT,METHANE,NO,,
1234558,OMT,000000-00-0,,5,GALLON(S),"OIL, MISC: MOTOR",NO,,
1234558,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
1234559,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234560,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,YES,40,GALLON(S)
1234561,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1234562,ODS,000000-00-0,,60,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1234563,ONG,000000-00-0,,2431,CUBIC FEET,NATURAL GAS,NO,,
1234564,JPV,000000-00-0,,6,GALLON(S),"JET FUEL: JP-5 (KEROSENE, HEAVY)",NO,,
1234568,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1234569,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234570,OTH,000000-00-0,,20,GALLON(S),BILGE WATER,YES,20,GALLON(S)
1234573,CBT,000056-23-5,,10,POUND(S),CARBON TETRACHLORIDE,NO,,
1234575,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1234576,ODS,000000-00-0,,80,GALLON(S),OIL: DIESEL,YES,40,GALLON(S)
1234577,GAS,000000-00-0,,5,BARREL(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1234579,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1234580,OIL,000000-00-0,,2.59,GALLON(S),OIL: CRUDE,YES,2.59,GALLON(S)
1234581,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234582,EGL,000107-21-1,,1.5,CUP(S),ETHYLENE GLYCOL,YES,1.5,CUP(S)
1234583,OHY,000000-00-0,,1,OUNCE(S),HYDRAULIC OIL,YES,1,OUNCE(S)
1234584,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,NO,,
1234585,OTH,000000-00-0,,1,GALLON(S),TURBAN OIL,YES,1,GALLON(S)
1234586,ONG,000000-00-0,,10404,MCF,NATURAL GAS,NO,,
1234587,GAS,000000-00-0,,20,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1234588,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1234589,OMN,000000-00-0,,1000,GALLON(S),"OIL, MISC: MINERAL - FOOD GRADE",YES,25,GALLON(S)
