SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
999456,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
999457,OIL,000000-00-0,,2.31,GALLON(S),OIL: CRUDE,YES,2.31,GALLON(S)
999458,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PARAXYLENE,NO,,
999459,OIL,000000-00-0,,0.5,OUNCE(S),OIL: CRUDE,YES,0.5,OUNCE(S)
999460,GAS,000000-00-0,,0.5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.5,GALLON(S)
999461,OHY,000000-00-0,,125,GALLON(S),HYDRAULIC OIL,NO,,
999462,GAS,000000-00-0,,10,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
999463,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999465,OTH,000000-00-0,,0,UNKNOWN AMOUNT,FUEL OIL,YES,0,UNKNOWN AMOUNT
999467,OTH,000000-00-0,,1000,GALLON(S),"""DRAG REDUCING AGENT"" (CONTAINS OIL)",NO,,
999468,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999469,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ALCOHOL N.O.S. (DENATURED ETHANOL),NO,,
999470,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
999471,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
999472,OTH,000000-00-0,,5,POUND(S),PRIMARY SLUDGE,NO,,
999472,NCC,000000-00-0,,12,BARREL(S),WATER,NO,,
999473,JPV,000000-00-0,,5,GALLON(S),"JET FUEL: JP-5 (KEROSENE, HEAVY)",YES,5,GALLON(S)
999474,OIL,000000-00-0,,0.02,GALLON(S),OIL: CRUDE,YES,0.02,GALLON(S)
999476,NCC,000000-00-0,,6,TON(S),NON-HAZARDOUS ASH MATERIAL,YES,0,UNKNOWN AMOUNT
999477,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999477,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN WHITE SOAPY SUBSTANCE,YES,0,UNKNOWN AMOUNT
999480,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL (EMULSIFIED OIL),YES,0,UNKNOWN AMOUNT
999481,OMT,000000-00-0,,1,PINT(S),"OIL, MISC: MOTOR",NO,,
999482,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999483,OTH,000000-00-0,,5,GALLON(S),OTHER OIL (SUMP),YES,5,GALLON(S)
999484,OTH,000000-00-0,,0.5,PINT(S),BILGE WATER WITH OIL IN IT,YES,0.5,PINT(S)
999485,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,NO,,
999487,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
999488,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,NO,,
999489,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
999490,CHX,000110-82-7,,1000,POUND(S),CYCLOHEXANE,NO,,
999491,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN WATER,YES,0,UNKNOWN AMOUNT
999492,RFG,000000-00-0,,0,UNKNOWN AMOUNT,REFRIGERANT GASES,NO,,
999495,HDS,007783-06-4,,695.7,POUND(S),HYDROGEN SULFIDE,NO,,
999496,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL (GEAR OIL),YES,0,UNKNOWN AMOUNT
999498,MCR,007439-97-6,,0,UNKNOWN AMOUNT,MERCURY,NO,,
999499,OTH,000000-00-0,,5,GALLON(S),CRANK CASE OIL,NO,,
999500,NCC,000000-00-0,,30,GALLON(S),HERBICIDE,UNKNOWN,0,UNKNOWN AMOUNT
999501,HDS,007783-06-4,,108.1,POUND(S),HYDROGEN SULFIDE,NO,,
999502,OUN,000000-00-0,,3,GALLON(S),UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
999503,HDS,007783-06-4,,157.3,POUND(S),HYDROGEN SULFIDE,NO,,
999505,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999507,VCM,000075-01-4,,1,POUND(S),VINYL CHLORIDE,NO,,
999508,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999510,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999511,UNK,000000-00-0,,1100,POUND(S),NITROGEN OXIDES,NO,,
999512,ODS,000000-00-0,,2,CUP(S),OIL: DIESEL,YES,2,CUP(S)
999513,OTW,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2",NO,,
999515,OTW,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2",NO,,
999516,OTF,000000-00-0,,70,GALLON(S),"OIL, MISC: TRANSFORMER",YES,70,GALLON(S)
999518,OMN,000000-00-0,,0.5,CUP(S),"OIL, MISC: MINERAL",YES,0.5,CUP(S)
999519,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
999521,DRM,000000-00-0,,35,GALLON(S),DRILLING MUD (LOW TOXICITY),YES,5,GALLON(S)
999522,BNZ,000071-43-2,,10.33,POUND(S),BENZENE,NO,,
999523,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
999526,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999527,NCC,000000-00-0,,22.07449,POUND(S),NITROGEN OXIDE,NO,,
999527,NCC,000000-00-0,,10.96093,POUND(S),NITROGEN DIOXIDE,NO,,
999528,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999529,OLB,000000-00-0,,50,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
999530,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999531,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,NO,,
999532,MAL,000000-00-0,,10,GALLON(S),METHYL ALCOHOL,YES,10,GALLON(S)
999536,ODS,000000-00-0,,20,GALLON(S),DIESEL FUEL,YES,20,GALLON(S)
999537,OTH,000000-00-0,,25,GALLON(S),BILGE WATER CONTAINING ENGINE OIL,YES,25,GALLON(S)
999538,OLB,000000-00-0,,5,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
999539,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",YES,0,UNKNOWN AMOUNT
999540,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
999541,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999542,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
999543,OTD,000000-00-0,,40,GALLON(S),"OIL, FUEL: NO. 2-D",YES,40,GALLON(S)
999544,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,NO,,
999545,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
999546,OLB,000000-00-0,,1,PINT(S),"OIL, MISC: LUBRICATING",YES,1,PINT(S)
999547,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999548,ODS,000000-00-0,,150,GALLON(S),OIL: DIESEL,NO,,
999549,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999550,NCC,000000-00-0,,40,CUBIC YARD(S),SERPENTINE ROCK WITH NATURAL ASBESTOS CONTENT,NO,,
999552,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999553,OIL,000000-00-0,,0.5,OUNCE(S),OIL: CRUDE,YES,0.5,OUNCE(S)
999554,ODS,000000-00-0,,45,GALLON(S),OIL: DIESEL,NO,,
999555,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
999556,OIL,000000-00-0,,0.25,BARREL(S),OIL: CRUDE,YES,0.25,BARREL(S)
999557,OLB,000000-00-0,,3,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
999559,OIL,000000-00-0,,8.66,GALLON(S),OIL: CRUDE,YES,8.66,GALLON(S)
999560,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NOX RELEASE,NO,,
999561,OTH,000000-00-0,,30,GALLON(S),USED OIL,NO,,
999563,NCC,000000-00-0,,120,POUND(S),ASBESTOS,NO,,
999564,GAS,000000-00-0,,5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,5,GALLON(S)
999565,GAS,000000-00-0,,0.33,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
999567,AMN,000000-00-0,,10,GALLON(S),AMMONIUM NITRATE,NO,,
999568,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,NO,,
999570,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
999571,ODS,000000-00-0,,1,QUART(S),OIL: DIESEL,YES,1,QUART(S)
999572,OTF,000000-00-0,,10,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
999573,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
999574,AAC,000064-19-7,,0,UNKNOWN AMOUNT,ACETIC ACID,NO,,
999575,OHY,000000-00-0,,1,OUNCE(S),HYDRAULIC OIL,YES,1,OUNCE(S)
999576,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999577,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
999578,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
999579,ODS,000000-00-0,,15,GALLON(S),OIL: DIESEL,NO,,
999580,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BODY ASHES,NO,,
999580,NCC,000000-00-0,,0,UNKNOWN AMOUNT,TOXIC METAL ASHES,YES,0,UNKNOWN AMOUNT
999581,PCB,000000-00-0,,1,POUND(S),POLYCHLORINATED BIPHENYLS,NO,,
999582,BNZ,000071-43-2,,15,POUND(S),BENZENE,NO,,
999583,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999584,SFA,007664-93-9,,0,UNKNOWN AMOUNT,SULFURIC ACID,NO,,
999584,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ACETONE,NO,,
999585,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
999586,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ACIDTONE,NO,,
999586,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FIRE FIGHTING WATER,NO,,
999587,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
999587,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
999588,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999589,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN DRY CLEANING MATERIALS,NO,,
999590,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999591,OHY,000000-00-0,,35,GALLON(S),HYDRAULIC OIL,NO,,
999592,NCC,000000-00-0,,0,UNKNOWN AMOUNT,DRILLING WATER,NO,,
999593,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
999593,NTX,010102-43-9,,0,UNKNOWN AMOUNT,NITRIC OXIDE,NO,,
999593,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN DIOXIDE,NO,,
999593,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
999594,OWA,000000-00-0,,10,GALLON(S),WASTE OIL,YES,10,GALLON(S)
999595,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
999595,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999596,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
999598,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
999599,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999600,NCC,000000-00-0,,100,GALLON(S),PAINT SOLVENTS,NO,,
999601,OHY,000000-00-0,,3,GALLON(S),TRANSMISSION FLUID,YES,3,GALLON(S)
999602,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999603,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999604,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999605,OTH,000000-00-0,,0.25,GALLON(S),FUEL OIL,UNKNOWN,0,UNKNOWN AMOUNT
999606,NCC,000000-00-0,,0,UNKNOWN AMOUNT,LIQUIFIED PETROLUEM GAS,NO,,
999607,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
999610,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWER WATER,UNKNOWN,0,UNKNOWN AMOUNT
999611,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
999612,NCC,000000-00-0,,75,GALLON(S),RAW SEAWAGE,YES,75,GALLON(S)
999613,NTM,000091-20-3,,0,UNKNOWN AMOUNT,NAPHTHALENE (VAPORS),NO,,
999614,MIK,000000-00-0,,0,UNKNOWN AMOUNT,METHYL ISOBUTYL KETONE,NO,,
999615,OMN,000000-00-0,,50,GALLON(S),"OIL, MISC: MINERAL",YES,40,GALLON(S)
999615,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
999616,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
999617,OTF,000000-00-0,,135,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
999617,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,NO,,
999619,OLB,000000-00-0,,10,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
999620,OLB,000000-00-0,,0.5,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
999621,ODS,000000-00-0,,150,GALLON(S),OIL: DIESEL,NO,,
999622,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999624,OTH,000000-00-0,,400,LITER(S),BUNKER OIL,YES,400,LITER(S)
999625,MAR,000000-00-0,,1,EACH,FILL IN TYPE DISCHARGED MATERIAL CARMANAH 08-043792,YES,1,EACH
999626,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ROOFING FLUX (ROOFING TAR),NO,,
999627,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
999627,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
999628,OHY,000000-00-0,,15,GALLON(S),HYDRAULIC OIL,YES,2,GALLON(S)
999629,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999630,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999631,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
999632,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999633,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",YES,1,PINT(S)
999634,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999635,SHC,007681-52-9,,500,GALLON(S),SODIUM HYPOCHLORITE,NO,,
999636,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,UNKNOWN,0,UNKNOWN AMOUNT
999636,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
999636,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,UNKNOWN,0,UNKNOWN AMOUNT
999637,OUN,000000-00-0,,200,GALLON(S),UNKNOWN OIL,YES,100,GALLON(S)
999638,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,YES,10,GALLON(S)
999639,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999640,GAS,000000-00-0,,4,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
999641,OTH,000000-00-0,,0.2,GALLON(S),CONDENSATE,YES,0.2,GALLON(S)
999643,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999644,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999645,NCC,000000-00-0,,4.5,GALLON(S),F006 HAZARDOUS WASTE(WATER),NO,,
999646,OMT,000000-00-0,,1,GALLON(S),"OIL, MISC: MOTOR",NO,,
999647,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999648,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999649,NCC,000000-00-0,,5,TON(S),SOLVENT CONTAMINATED SOIL,NO,,
999650,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999651,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999652,ODS,000000-00-0,,25,GALLON(S),OIL: DIESEL,NO,,
999653,EGL,000107-21-1,,566.4,GALLON(S),ETHYLENE GLYCOL,NO,,
999654,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
999655,GAS,000000-00-0,,50,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
999656,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999657,MAR,000000-00-0,,1,EACH,FILL IN TYPE DISCHARGED MATERIAL DELCO S2000 08-044281,YES,1,EACH
999658,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL (CONDENSATE),YES,0,UNKNOWN AMOUNT
999659,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FUMES FROM TIRES BURNING,NO,,
999660,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,YES,2,GALLON(S)
999661,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
999663,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
999664,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
999667,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
999668,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
